word,similarity,expression
크기,0.960260808,아쉽다
사실,0.960036218,아쉽다
품질,0.959776163,아쉽다
단점,0.957553029,아쉽다
효율성,0.95750612,아쉽다
전체적,0.992374301,가볍다
수준,0.991348147,가볍다
향상,0.991207004,가볍다
선명,0.991045654,가볍다
터치감,0.99080807,가볍다
인식률,0.990161777,가볍다
개선,0.990060806,가볍다
노크,0.989141643,가볍다
최적화,0.988718927,가볍다
개취,0.987739742,가볍다
qhd,0.987056792,가볍다
무게,0.98694241,가볍다
불만,0.986792922,가볍다
느껴지,0.986614108,가볍다
뭔가,0.986388505,가볍다
부드럽다,0.98610425,가볍다
호불호,0.984886408,가볍다
매우,0.98487854,가볍다
편하다,0.98470515,가볍다
충분,0.984408557,가볍다
선명도,0.984128714,가볍다
스냅,0.983779669,가볍다
크기,0.983695865,가볍다
ips,0.983694375,가볍다
찍기,0.983632386,가볍다
깔끔,0.983496308,가볍다
뚱뚱하,0.983247697,가볍다
색감,0.983143926,가볍다
세컨드,0.982634962,가볍다
쩔구,0.982591391,가볍다
ㅎㅇ,0.987760425,욕하다
ㅅㄷㄹ,0.984702706,욕하다
ㅋㅌㅂㅇ,0.983910024,욕하다
현아,0.983609676,욕하다
ㅅㅋㅂㅇ,0.982949436,욕하다
599,0.982708633,욕하다
ㅅㅋㄱㅂ,0.982241273,욕하다
59,0.981604338,욕하다
ㄱㅂ,0.981105566,욕하다
스크,0.979104221,욕하다
ㅍㅇㅂ,0.975919187,욕하다
알아보,0.975563288,욕하다
ㄹㄱㅂㅇ,0.97553128,욕하다
ㅂㅇ,0.974876344,욕하다
번이,0.974202096,욕하다
정책,0.973626912,욕하다
ㅋㅌㄱㅂ,0.972667933,욕하다
ㅅㅋ,0.968180299,욕하다
동네,0.966823697,욕하다
ㄹㄱㄱㅂ,0.964020014,욕하다
기변,0.962683797,욕하다
ㄱㅂㅌㅋㄴ,0.962431133,욕하다
무부,0.961806834,욕하다
신도림,0.960510731,욕하다
499요금제,0.959721923,욕하다
조건,0.959440708,욕하다
ㅅㄴㅂ,0.95943439,욕하다
현완,0.957494795,욕하다
부2,0.957460225,욕하다
ㄹㄱ,0.956719935,욕하다
체크,0.997541845,잘못하다
외관상,0.996509254,잘못하다
분도,0.996444345,잘못하다
교품해,0.996121943,잘못하다
정상,0.995954514,잘못하다
교품하,0.995422721,잘못하다
사유,0.995399833,잘못하다
검수,0.995215118,잘못하다
사소,0.995180786,잘못하다
하도,0.995083928,잘못하다
있는거,0.994965076,잘못하다
피해,0.994910002,잘못하다
다녀오,0.994877636,잘못하다
교품사,0.994858563,잘못하다
무상수리,0.994825602,잘못하다
일정,0.994737864,잘못하다
판정,0.99468112,잘못하다
한번씩,0.994411528,잘못하다
깜빡,0.994340539,잘못하다
먹통,0.994270504,잘못하다
ok,0.994217217,잘못하다
정밀,0.994193375,잘못하다
제조품,0.993970156,잘못하다
번의,0.99394989,잘못하다
거짓말,0.993938446,잘못하다
교품받아,0.99392128,잘못하다
많다,0.99390918,잘못하다
하면,0.993900657,잘못하다
비가,0.993884683,잘못하다
기포,0.993849754,잘못하다
기대,0.963622808,망하다
솔직,0.960145116,망하다
이번,0.9531039,망하다
별로,0.950705588,망하다
잘빠지,0.950152993,망하다
잘나,0.946908534,망하다
역시,0.945436358,망하다
이유,0.945027113,망하다
사실,0.943791747,망하다
싫다,0.943582714,망하다
개인적,0.940686524,망하다
나올,0.940584242,망하다
진짜,0.940279305,망하다
실물,0.939767361,망하다
엄청,0.939574718,망하다
마음,0.93489331,망하다
끌리다,0.934002936,망하다
제일,0.927819014,망하다
꺼리,0.927514255,망하다
다음,0.926028371,망하다
첫인상,0.924604297,망하다
떨어지,0.924141645,망하다
이쁘다,0.923851132,망하다
나르,0.9236691,망하다
s7플랫,0.923561335,망하다
너무크,0.923531651,망하다
예쁘다,0.92351979,망하다
전작,0.923515022,망하다
취향,0.922557354,망하다
압승,0.922316074,망하다
막상,0.996421099,무난하다
낌,0.995705009,무난하다
사세,0.995314121,무난하다
나온거,0.995221734,무난하다
지투,0.994870365,무난하다
같긴한데,0.994858384,무난하다
똑같,0.994672775,무난하다
안나,0.994667649,무난하다
질리,0.994619787,무난하다
난,0.994606614,무난하다
차이나,0.994445801,무난하다
방수기능,0.994439125,무난하다
별차이,0.994410634,무난하다
음,0.994232357,무난하다
사람들,0.994032383,무난하다
만,0.993963003,무난하다
쓰기,0.993879676,무난하다
왠만하,0.993849277,무난하다
기울,0.993697822,무난하다
노무,0.993593156,무난하다
만족도,0.993538201,무난하다
진리,0.993511379,무난하다
꿀리,0.993501306,무난하다
지,0.993497252,무난하다
밟히,0.99334389,무난하다
행복,0.993154645,무난하다
냐,0.993128598,무난하다
보다,0.99309051,무난하다
지금까지,0.993036687,무난하다
고르,0.992942154,무난하다
있,0.987074554,고장
그러,0.987013161,고장
자주,0.985519707,고장
하면,0.985214651,고장
지장,0.984432578,고장
그걸,0.984027386,고장
되지,0.983747244,고장
아무,0.983746588,고장
완충,0.983685136,고장
무상수리,0.983562231,고장
정상인,0.983479142,고장
해보,0.983424306,고장
공초,0.983320475,고장
갈고,0.983112693,고장
이걸,0.98266995,고장
있긴한데,0.982645154,고장
못하,0.982510924,고장
보드,0.982262611,고장
무상,0.982220054,고장
보지,0.981958568,고장
재부,0.981836975,고장
끊기,0.981534481,고장
커스텀,0.981382132,고장
어떡,0.981235385,고장
한번씩,0.981052756,고장
얘기,0.98091042,고장
정상,0.980864167,고장
쓸,0.980802357,고장
같네,0.980602384,고장
광탈,0.980499864,고장
거치,0.99865675,짜증
도대,0.998372972,짜증
무시,0.998359442,짜증
마찬가지,0.998005092,짜증
잘쓰,0.997961581,짜증
안가,0.997815728,짜증
피하,0.99770093,짜증
제로,0.997686625,짜증
교품받아,0.997575045,짜증
기능상,0.997569978,짜증
소문,0.997567654,짜증
유리,0.997466981,짜증
멀리,0.997458637,짜증
넘기,0.997178793,짜증
조금씩,0.997172713,짜증
웬만,0.997162163,짜증
쓸,0.997136116,짜증
있을거,0.997107625,짜증
뭔지,0.997100949,짜증
오류,0.99709332,짜증
녀석,0.997077763,짜증
고자,0.997024834,짜증
스트레스,0.997005165,짜증
생각나,0.996963859,짜증
마무리,0.996954024,짜증
고생,0.996840835,짜증
연속,0.996826053,짜증
나간,0.996815562,짜증
의도,0.996811032,짜증
불만족,0.996764421,짜증
